Source,Target,Category,Kind,Subcategory Name,Elements of Subcategory,Specific Text from Privacy Policy
"Search Engines, Content Aggregators, and News Sites",Audio Recordings,User-Generated Content,Information You Provide,Media Content,Audio Recordings,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Livestreams,User-Generated Content,Information You Provide,Media Content,Livestreams,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Comments,User-Generated Content,Information You Provide,Textual Content,Comments,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Hashtags,User-Generated Content,Information You Provide,Textual Content,Hashtags,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Feedback,User-Generated Content,Information You Provide,Textual Content,Feedback,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Reviews,User-Generated Content,Information You Provide,Textual Content,Reviews,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Text from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Text,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Images from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Images,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Videos from Clipboard,User-Generated Content,Information You Provide,Clipboard Content,Videos,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Creation Time and Date,User-Generated Content,Information You Provide,Content Metadata,Creation Time and Date,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Location of Content Creation,User-Generated Content,Information You Provide,Content Metadata,Location of Content Creation,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
"Search Engines, Content Aggregators, and News Sites",Creator Identity,User-Generated Content,Information You Provide,Content Metadata,Creator Identity,"Depending on your privacy settings, your Profile Information and User Content may also appear on Search Engines, Content Aggregators, and News Sites."
Researchers,Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,We share your information with independent researchers to facilitate research that meets certain criteria.,
Researchers,Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to",
Corporate Transaction Parties,Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,Your information may be disclosed to third parties in connection with a corporate transaction.,
"Law Enforcement Agencies, or Other Third Parties",Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to",
Public Authorities,Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to",
Copyright Holders,Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to",
Other Third Parties,Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,"We may access, preserve, and share the information described in What Information We Collect with law enforcement agencies, public authorities, researchers, copyright holders, or other third parties if we have good faith belief that it is necessary to",
Advertisers,Ambiguous or Non-specified Data,All Kinds,All Data,All Elements Listed,We share your information directly with advertisers where you give us your permission,
